@RELATION test

@ATTRIBUTE max NUMERIC
@ATTRIBUTE min NUMERIC
@ATTRIBUTE range NUMERIC
@ATTRIBUTE distance NUMERIC
@ATTRIBUTE entropy NUMERIC
@ATTRIBUTE class {talking, chewing, swallow}

@DATA
6849, 5537, 1312, 20, 4.94127591061, chewing
7217, 5649, 1568, 24, 5.88732689708, chewing
7217, 5873, 1344, 21, 6.04768994954, chewing
7601, 5697, 1904, 24, 5.83564005012, chewing
8097, 5697, 2400, 29, 6.23722626148, chewing
8097, 5953, 2144, 23, 6.35623166118, chewing
6721, 5905, 816, 18, 5.28020724083, chewing
7537, 5905, 1632, 23, 5.88483777545, chewing
7537, 5953, 1584, 23, 6.20877337282, chewing
7041, 5953, 1088, 20, 5.64520760712, chewing
7601, 6001, 1600, 21, 6.14020622761, chewing
7601, 6097, 1504, 19, 5.7517753185, chewing
8930, 8001, 929, 23, 5.49356634076, swallow
9586, 8514, 1072, 22, 4.96726799948, swallow
10146, 8722, 1424, 25, 5.70660395341, swallow
10194, 9506, 688, 27, 5.30391921395, swallow
10194, 9378, 816, 21, 5.29730653712, swallow
9826, 9122, 704, 20, 5.07799122301, swallow
9826, 8722, 1104, 19, 5.7301475589, swallow
9202, 8594, 608, 19, 4.78319535596, swallow
8786, 8418, 368, 16, 4.27526581426, swallow
8802, 8418, 384, 16, 4.24882397901, swallow
8866, 8450, 416, 19, 4.39268557004, swallow
11218, 8626, 2592, 31, 5.77546025206, swallow
11682, 8754, 2928, 41, 6.41405282554, swallow
11682, 10018, 1664, 37, 6.13109798558, swallow
11330, 9666, 1664, 29, 5.98748298974, swallow
10242, 8770, 1472, 26, 5.94302788114, swallow
9714, 8626, 1088, 24, 5.30917619621, swallow
9186, 8626, 560, 22, 4.57159252787, swallow
12226, 8706, 3520, 34, 5.60116939303, swallow
13731, 8850, 4881, 57, 6.5669331238, swallow
13731, 11074, 2657, 57, 6.74469768692, swallow
12995, 9362, 3633, 35, 6.91856941102, swallow
11042, 8594, 2448, 22, 6.49027076119, swallow
9362, 8450, 912, 20, 5.25410571489, swallow
8818, 8450, 368, 21, 4.22992756263, swallow
8930, 8530, 400, 22, 4.43291909425, swallow
11362, 8594, 2768, 29, 4.82898586454, swallow
12803, 8706, 4097, 49, 6.21909510532, swallow
12803, 11250, 1553, 54, 5.93446613033, swallow
12723, 9410, 3313, 40, 6.72668371307, swallow
12034, 8626, 3408, 27, 6.76338248509, swallow
9618, 8434, 1184, 20, 5.52024298994, swallow
8898, 8434, 464, 21, 4.6136172402, swallow
9154, 8466, 688, 22, 4.41479839649, swallow
9234, 8674, 560, 20, 4.79952290873, swallow
14563, 8674, 5889, 47, 6.4421950753, swallow
14563, 9170, 5393, 63, 6.88265858691, swallow
13779, 10370, 3409, 44, 6.78347166098, swallow
12483, 8818, 3665, 30, 6.9152791589, swallow
10450, 8770, 1680, 26, 6.1140779517, swallow
9842, 8338, 1504, 23, 6.0521704785, swallow
8978, 8290, 688, 20, 4.90089398043, swallow
8850, 8290, 560, 21, 4.66182736509, swallow
9730, 8466, 1264, 23, 5.28788334292, swallow
12995, 8722, 4273, 46, 6.21864544982, swallow
12995, 9650, 3345, 56, 6.2859604752, swallow
12931, 10050, 2881, 41, 6.58633481092, swallow
11874, 9170, 2704, 30, 6.55900814937, swallow
10226, 8754, 1472, 23, 5.81265108485, swallow
9186, 8530, 656, 22, 5.09209846153, swallow
9538, 8530, 1008, 23, 5.17159567346, swallow
9746, 8658, 1088, 25, 5.34804940768, swallow
9746, 8466, 1280, 23, 5.80374314629, swallow
9202, 8466, 736, 19, 4.68613562912, swallow
9010, 8498, 512, 18, 4.60807146711, swallow
11298, 8754, 2544, 27, 4.74117754695, swallow
13731, 8802, 4929, 52, 6.36618158531, swallow
13731, 11010, 2721, 55, 6.66975382281, swallow
13123, 9794, 3329, 35, 6.92198842291, swallow
11522, 8914, 2608, 23, 6.65321462531, swallow
9810, 8498, 1312, 17, 5.68575166157, swallow
8978, 8370, 608, 16, 4.59869679066, swallow
8738, 8370, 368, 18, 4.21564329122, swallow
8898, 8386, 512, 19, 4.77743189202, swallow
9458, 8562, 896, 22, 4.52911746381, swallow
12242, 8578, 3664, 40, 5.96656100898, swallow
12403, 9490, 2913, 48, 6.01960077365, swallow
12403, 10290, 2113, 41, 6.3743882377, swallow
12226, 8962, 3264, 30, 6.87767813692, swallow
10274, 8386, 1888, 20, 6.12425299276, swallow
8978, 8370, 608, 16, 4.32101869571, swallow
8626, 8354, 272, 16, 3.66569374878, swallow
8786, 8354, 432, 19, 4.41789353183, swallow
8786, 8354, 432, 19, 4.48603055819, swallow
11522, 8354, 3168, 31, 5.90188874696, swallow
11618, 8370, 3248, 42, 6.4346985237, swallow
11618, 9826, 1792, 34, 6.36612785112, swallow
10994, 8994, 2000, 28, 6.38900515137, swallow
10130, 8482, 1648, 21, 5.96596757909, swallow
9042, 5137, 3905, 29, 5.74970851314, swallow
5841, 4881, 960, 19, 5.39728068743, swallow
5489, 4881, 608, 19, 4.25796735088, swallow
5857, 4913, 944, 21, 5.27455990229, swallow
7297, 5345, 1952, 29, 5.17565212855, swallow
9954, 5425, 4529, 47, 6.63200274968, swallow
9954, 7233, 2721, 47, 6.785200475, swallow
8546, 6945, 1601, 37, 5.99444100417, swallow
7889, 6769, 1120, 36, 5.74401702287, swallow
7889, 5281, 2608, 26, 6.73809174911, swallow
6785, 4993, 1792, 19, 6.05557785423, swallow
5345, 4977, 368, 18, 4.30970996367, swallow
5505, 4977, 528, 19, 4.81587362875, swallow
5505, 5057, 448, 19, 4.56834225434, swallow
5809, 5057, 752, 21, 5.06167375574, swallow
5809, 5057, 752, 21, 4.40972692457, swallow
6177, 5345, 832, 21, 4.43158168716, swallow
10066, 5345, 4721, 46, 6.1328144399, swallow
10066, 6177, 3889, 52, 6.74104724939, swallow
9074, 7249, 1825, 36, 5.94893078611, swallow
8033, 5633, 2400, 32, 6.50841570155, swallow
7281, 5169, 2112, 27, 6.12776369468, swallow
5649, 5073, 576, 23, 4.56443195569, swallow
5409, 4801, 608, 21, 4.94594081134, swallow
5169, 4801, 368, 19, 3.81632689655, swallow
5169, 4801, 368, 18, 4.03601918651, swallow
5169, 4769, 400, 18, 4.31109938424, swallow
5169, 4769, 400, 20, 4.34801644482, swallow
5217, 4881, 336, 20, 4.08267239889, swallow
5521, 4881, 640, 21, 5.02468849343, swallow
5521, 4993, 528, 22, 4.71537777988, swallow
5569, 4993, 576, 20, 4.9564795946, swallow
5569, 4977, 592, 20, 4.98701990842, swallow
10002, 4945, 5057, 40, 5.90613102558, swallow
10562, 4945, 5617, 55, 6.82045211097, swallow
10562, 7617, 2945, 46, 6.72143256096, swallow
8562, 6209, 2353, 36, 6.60193534904, swallow
7681, 5201, 2480, 25, 6.5409658749, swallow
6177, 4641, 1536, 18, 6.06647741359, swallow
5185, 4609, 576, 17, 4.53035218119, swallow
6337, 4609, 1728, 25, 4.53842987876, swallow
6513, 5921, 592, 19, 4.89824777481, swallow
