@RELATION test

@ATTRIBUTE max NUMERIC
@ATTRIBUTE min NUMERIC
@ATTRIBUTE range NUMERIC
@ATTRIBUTE distance NUMERIC
@ATTRIBUTE entropy NUMERIC
@ATTRIBUTE class {talking, drink, swallow}

@DATA
5713, 5601, 112, 12, 2.59740194509, talking
5729, 5649, 80, 12, 2.06635136816, talking
5745, 5665, 80, 11, 1.84670124604, talking
5745, 5633, 112, 13, 2.19066807155, talking
5745, 5633, 112, 13, 2.68439433581, talking
5713, 5585, 128, 13, 2.39081964756, talking
12435, 10754, 1681, 24, 5.52707615675, drink
13795, 11506, 2289, 34, 6.39453048746, drink
13795, 12291, 1504, 35, 5.6489824724, drink
12899, 11570, 1329, 25, 5.87693055608, drink
12307, 11266, 1041, 20, 5.58474925988, drink
12419, 11266, 1153, 25, 4.51067811612, drink
15891, 11266, 4625, 48, 6.24094973468, drink
15891, 12355, 3536, 59, 6.25186049992, drink
15811, 12451, 3360, 42, 6.82639886064, drink
14771, 11586, 3185, 26, 6.76959993688, drink
12451, 11394, 1057, 18, 5.46408107259, drink
13923, 11394, 2529, 26, 5.2695781797, drink
16468, 11410, 5058, 49, 6.80304707294, drink
16468, 13747, 2721, 56, 6.65744353681, drink
16195, 12242, 3953, 41, 6.95465858691, drink
14339, 11426, 2913, 24, 6.70992119873, drink
12258, 11362, 896, 20, 5.2266043265, drink
16708, 11362, 5346, 43, 6.08295477405, drink
16916, 11842, 5074, 62, 6.5740775988, drink
16916, 13891, 3025, 52, 6.27151093745, drink
16099, 11986, 4113, 35, 7.03113624882, drink
13907, 11394, 2513, 23, 6.52837391093, drink
13155, 11394, 1761, 24, 5.57810122404, drink
19140, 11426, 7714, 64, 6.63306662824, drink
20292, 13091, 7201, 85, 7.10107202264, drink
20292, 13603, 6689, 57, 7.40954968456, drink
16612, 11954, 4658, 35, 7.10907202264, drink
13587, 11490, 2097, 27, 6.20934373798, drink
17140, 11490, 5650, 45, 6.36101930168, drink
17716, 11778, 5938, 66, 7.08361391074, drink
17716, 15283, 2433, 65, 6.57460868749, drink
17428, 12467, 4961, 47, 7.26213067267, drink
15299, 11538, 3761, 28, 6.93593517258, drink
12483, 11538, 945, 24, 5.58260077895, drink
17252, 11538, 5714, 50, 6.49053660635, drink
20837, 12194, 8643, 88, 7.33754968456, drink
20837, 15267, 5570, 79, 7.28653013455, drink
18404, 12066, 6338, 46, 7.38856923457, drink
15283, 11474, 3809, 26, 6.51372581639, drink
12547, 11474, 1073, 23, 4.7489541714, drink
12771, 12387, 384, 20, 4.00235452202, drink
13251, 12467, 784, 21, 4.86113789239, drink
15363, 12579, 2784, 31, 6.05685257202, drink
15363, 13203, 2160, 35, 6.30824263703, drink
14851, 13843, 1008, 27, 5.36379889738, drink
14435, 13619, 816, 24, 5.37085676934, drink
14195, 13075, 1120, 22, 5.84166817429, drink
13603, 12979, 624, 21, 4.67323288004, drink
13203, 12899, 304, 18, 4.03915122783, drink
16756, 12899, 3857, 36, 5.29680603279, drink
18340, 12963, 5377, 52, 6.87157498717, drink
18340, 14163, 4177, 40, 7.10539328449, drink
15859, 13203, 2656, 25, 6.69759993688, drink
14163, 12931, 1232, 17, 5.65524287236, drink
13251, 12915, 336, 16, 3.90100359538, drink
13187, 12915, 272, 15, 3.39416258256, drink
13507, 12931, 576, 19, 4.46754370874, drink
15907, 12995, 2912, 35, 6.15407998181, drink
15907, 13395, 2512, 39, 6.27413102558, drink
15011, 13587, 1424, 27, 6.02478787603, drink
14355, 13011, 1344, 20, 5.97519525706, drink
13651, 12739, 912, 18, 5.43108502053, drink
13043, 12707, 336, 18, 3.81480029611, drink
12963, 12707, 256, 16, 3.85782742947, drink
13091, 12803, 288, 16, 4.01656261478, drink
14643, 12835, 1808, 22, 4.52154665546, drink
15683, 12835, 2848, 37, 5.95135208741, drink
15683, 14371, 1312, 38, 5.80829606381, drink
15251, 13907, 1344, 30, 5.95035159825, drink
14547, 13075, 1472, 24, 6.00498583669, drink
13891, 12979, 912, 20, 5.12088193714, drink
13203, 12867, 336, 18, 4.22522535558, drink
13059, 12851, 208, 17, 3.28016783705, drink
13171, 12851, 320, 16, 3.72503600601, drink
